building_id,total_price
tMEj7u0YNW1xuLxf,803186.4251701979
rcPOpyDivowJQm5A,2813231.3790858146
FB5zv79bd6nHV1It,1748239.586491424
SjqLJfNVstz2Vt0Z,6947224.879222273
uv27X0eFKdbSphM7,15501473.490529777
yVbxVL3euuIqmo7V,5217785.703614898
VvwRRzQcDprObjXd,17854084.331249755
j1eSrtTGv0lNjzBU,28003661.467450663
UboKsiWuyCQXXIsA,3198429.7201350713
R3LK3b1cYHJDoS7T,1277604.8940906753
ii5gSN8z6AOorjQs,6415497.658774199
iFtImxGUUlXbkD9b,10000361.624667637
W4cY4JyAXjYXY1tF,19008238.36062158
HM9qAA76VLEkoqyU,12161898.665900007
fX3cUCjz6wSjn6N5,1537696.0019365211
U7whXhR0NtRb2VTK,5247148.405700323
VP1NDCBMrjip2Bnd,8327502.903375969
SOZVhFbbbVloA5qP,639157.9802126897
pJS9qvsg4qskb1P9,36121343.74875872
Rfg7BpDZLZd445AX,2088084.5618598307
olfnSSZRvyQuIxaI,37742695.62305929
x61xqhi8kwd9xmmN,3706604.3762907716
ejGoSLE9isKffLmw,10332536.23552402
Vx7bSFwMnNMCx9oB,4350077.757525746
S9TXbscnO5DoawSU,2088197.7825204772
WdVARdRcN8x7AK1d,5568847.891897527
pStv2kkxELhBBK2G,12829903.660871355
LPJuTqqcd2bQpaQk,13952325.18942609
CjKHQBAnor8AP2eB,4575796.986791725
PIo9FQYkpDvE32Cw,11163927.732038368
Q8dFQs5lhVAiEJTE,13276603.788725363
GVWNfdARZFl4J5Wx,3193849.2537750867
yfvg6l0mtujabRT0,18726656.977481067
PVAuCtLbP23qr2zL,3764370.323949647
iwJrgniIhfPTCTmt,4321164.445038961
tvGpSGlGKclWmFYm,5803452.563545935
Ak8AvJmjEw3jSzPD,2910072.660866058
z2CovcitJJmVZFvU,17824436.74604292
XCs3JK6zTfApKRQq,10699252.665679667
ycrEEXCVOZ2VFtDj,2912669.327669369
MheS1bq7OcDGJ05M,841945.696016548
pAlE5srDfK8zDu8o,26826221.400771394
ObAaFE67g31BlRpo,4447357.049287503
uX03fWvPUQI1k24X,20650270.54782548
qYtmXmJZcCxsYR16,3870851.0303894132
xOpEoO94sMg0pmgK,2953862.90558314
WOqQh2t52P3sHypx,3837132.256578952
zSOQn8ONXwfK1YMz,1741944.678372842
wErmbQpjJ0KXYt3g,755606.8392148595
PZkZQcO1joCaJu4m,4526511.907753825
qQsKdbjFMUCiKncB,26319057.772359278
VGsTcb8wMZWT5UjC,2896002.1066949246
kzk36KgPb6OHgRGQ,33263321.8374478
wv16qReSoCwACjGq,66701623.34261935
CqnauNV66YHe1gks,4309873.98870157
oEXDouE9eVB5K8T0,4059297.400709538
lQtwWVt7IM3E2gLv,14974891.584652025
C1tDWNNe6GWNzjxF,9729842.217896666
hPQk6g6q96fEA6qf,2830471.8504279093
z8DrddTDmE9edR3g,2592379.3162973146
HUJHDhbsEKjDU375,1647436.1530103337
HCvpwrAaIz1gj9vB,7244937.657556893
uxdQDOZMTkgMXF87,14735310.955311451
E0gBmfDjtixwUA0k,13511707.019511923
IkZq7qHsY3vSSwcR,1780204.122421947
WR60rAEhGqmpGGPQ,6383052.213312636
QNiCWRVsm0DOcqkc,4056975.6759378305
qFavghdEze2w15he,7305675.344632087
sZl3Xo0wUvZqHF95,5639071.378114354
u1ABCsLuOqw7xeSg,10672940.904674644
JrPbCAZvRUc1oIqh,4131586.9671574207
yn5Kp6YGrksLtWaR,500844.2116573427
sDbbvPTKNYvnkBEP,2108214.5481159342
QgT6Z9Min017dB2H,2841612.410130693
WKx1rO3DeALb6HGl,7032517.9233932085
ByxhTXwxWIzViLVM,689134.267073477
yXEw1aQQMhSrxqSR,1473250.4118403196
slnIW7o6rSjiHBTo,3997131.1876878818
TS475FK6SbqORxRf,5650573.778566003
cnK6gMaFxsDO9UyT,2310638.7630985966
MrPuFIhhBsGLWG6j,5891845.1308514085
z5r0q3mS6g4AdXmz,2543752.687757581
Xsn2nvFborqzWEDy,1278046.3482809297
Eg79yeZBAFgZzKmd,11315898.463271674
hXBEiDoNgbjADWN3,2298700.157943081
qLDW5vb8gODBBvrP,16259700.270433225
ZdlblPDUtFcPzPVG,2948017.6572000626
JQjuVCoV1cMPIlE8,3226141.3064010907
kEXBTA7suwUCFuDy,13687195.831483724
aCNZPpPNGfirFbiq,7721169.445200404
YBDD94i8AhJFvNTX,1524432.15072604
q7uATN6vpk4oQd7Z,1767207.6793449442
gguJ9pV2OYi3Jk0q,6269371.451882038
QTSwKBCSHsVJ98Qs,529168.088858172
xBjTFMnuysBHgGwy,1619208.971404448
ZifOqSywxPB5pOc9,15644358.52647947
fKmpn4H3GLyD2PUy,3932707.211136502
h2nph9dHHWa0J6fb,652726.2062346133
ZmcP061oB7pLvwWI,4541309.081075455
HhAGxXznlCCHBLRq,5628065.929190249
WairBGJvbWqBhyfr,2724719.483365387
am6VBxbgo9B6nEi2,14065886.471452503
T30SXsl2ZVCbhIf2,3787576.165782596
Az6W8JkPtYh5UXJH,13347771.636588937
TP3o1eIQ3EkvnejY,10814654.403218392
APeCKSkTyUA17R6k,1404075.9578714278
R02iMiEZkmsiwn0U,5303262.084286681
RxGjrcrzYj63KzlM,305040.7643896392
dfGXvK2a8KfinpeH,5019802.240868502
ORobsxUS7gfK0bX4,19995019.470386673
AzPpJz3T62VmkxrS,2570550.4867056427
DFfBG3ipPRPVprt3,6641125.380152872
zYZ4mFDXFj8NoiHT,1431551.080365325
MwV3Ve3wqFjXXIEQ,65145036.73723211
YGvFSY3UbKzqUWsu,11653339.003143819
EgApP0wpkfO5czAT,5215947.367546954
yaEMimjW6RuytmdP,10848278.554735249
swYl8YGXondenmoZ,3098281.3665135335
QQrkTCqzHS3JKGyi,5974010.542568679
rTcCpOJ38Pl9tt1E,2639637.0966526507
F0aeIVKrnkIbAl5D,5833937.754585931
fV9iRaOCYqJqr9SS,2389900.0671682786
ObVWj9qMlSFLTzD4,1540530.132774223
n1e7tlFzODL1Je5e,349004.39293321286
ByzgK6XH2FXj3Zc9,6032819.98413813
mbZY6kO9JRKSIYJZ,12500404.227989204
zdEOZ8rVZUIcAsnn,1381767.0861669872
LcHRmjVTUY1d8zAr,8047860.896555505
GpldOFFYRWdLctvy,1452231.1617123312
agBX2FCIatw2gl6F,2986035.927949963
qNtrq7aAefpIVJmz,4237687.853372998
nvRQHtY8IPVydFgd,5008430.229247518
iBVc1i0Nz2iVLRsJ,47237400.41592021
DBzhjFNu9v1vJeCD,1754133.341150565
EIxpX2lay3NyyhmD,20438836.554446623
LraHARJze06NLWEj,2300241.9866902144
JaefG5EBsZ0SYwxl,4390030.423589375
Xkb3CuiMr2KfmhLD,2320509.781590292
fNFGKvxBrDUNTwAy,3492568.6102550146
y1p1XsrgmvAxIEHf,1874981.6685334924
wWqRMAbTZCpNO4ps,7105216.505136364
yFhkc4piKpQm6VYg,3052157.953341508
CDRQ7vsDJH1NHBQx,2680236.28373236
OAfBKiNWwxlng9mn,17646817.7835427
OHxgQWgXCfDf6M78,22568423.154999316
clotOLowKmXI8QYL,2899440.6413819185
LPaxAt9FlQWzcXKA,24116051.091925334
ZzotlYNcNBPq7fBB,14124077.451067885
PBG6hOt5APgz8rp8,30729116.22862614
Y5ZFW4XTOyRONMXo,2490766.156939866
U9zBPGFeGJoWnRNd,10048303.714289984
fv5UlMh1Z79JpWia,797362.0763139831
STMFK1u2A2DAdJoL,5076879.204613394
OqLnGFjpkobraVmq,3728255.4731118274
XWfag8HrTzUIS1ZE,2579099.620509067
JXifyDIQDlJqt2RB,33877207.24860425
IuqvjqVrqhABDFNo,3170946.361140791
iK1jUSPk2MamJTY2,59617398.03494301
jwvjXw6Gwpa194Bt,6203439.897683883
KLL1mBjOqfz3SV8R,22522342.474717885
vjhZ7fGwu9E2auLB,2883217.117070265
tXIARKw0fhvToapx,7519577.737769525
XnRk3lrWhWEoui7Y,16808405.887859523
pBciCIzGIvsCYXiT,4814414.508972964
xNUaqMw3oII2UTor,14952055.048417851
T9LW8x3knqqPwgkK,2302846.0857231854
FgWZozt3nzyCUXnM,7561017.671452867
EoRnK4go0ALg43mw,5979870.237101814
XqL9tVDheeEv2io7,2866714.1758018374
PmwOSKCRuUFPDDBJ,14786714.536189869
WycRuB5bZxXlWV2W,2573053.833624101
YWjv0ZV8eA0mZRF2,24113378.5345969
vk7qCF738HETEQt9,2852975.499081146
YDhAKIfORED4vkHa,18854571.793889984
u9AL6k4rKAvzyy8C,3100189.387655904
QT1GLgw9A8wfdzeU,2518413.8768652375
iKl5qy3KvaIWHI5R,5475079.061176918
YfKbANQ7jSe2qC9Z,7433670.115030893
MNbXMNnVE0Bqbxf3,190111852.92327723
UjOE3ivHhkdPmXUa,1851110.851175977
hKTU0Op9oP4FvhvB,1396042.2954749153
lT9WVqZ7TkdeINoK,7099406.223626493
kJUVIk8qkUxonpMu,2382303.3867763667
TLt2tu487OJzEJy9,1251950.3888645933
GDt9566htTubVXNa,611471.8784527286
xnLBXKCU491czlkd,8009402.140476626
dk3U2kpoCxE0M3A1,3991322.0646883515
ovUA0IOIK7scMkp0,8659618.231600432
Ka5lABZoycJYdG0J,1664117.919837282
Kn0sQ9WYuOaTJup1,19763571.63700888
ZCmnxtyZ2LmAHK6C,5061179.093804156
OzyHgftPmahSMoUy,4122817.2525650226
DCcPK0Bz4s0K94qw,9342055.367289446
SrJnp9FVj1NOaHKD,2065852.4607259152
jFdgPNw1UOrCgz9R,9221790.779069863
D2A41lcn8ogEEv3U,5977836.45292995
bBLdAVyUfZHFc4J8,7197321.684507581
WyDY0LJgEQd3w3oI,705810471.7485512
a4gxzrqCDYXkHVRO,955356.1373638717
Q8tRkhnt1LvzQfbd,6977812.3373970995
F9POw6Q1VfzwmvZl,31101922.42432136
OSoIi62sdAPjvwaW,10067942.45474447
lt618dECCJP52hga,662045.8162289226
H5oSlW1NjS9ZkCUd,7407268.868979379
fHnPAGPz5H4A5ncG,1976613.4454407957
eFfKOULeH9AHevP1,10611420.697931763
pWHziGEbYHeiqxkR,4856284.577389857
A4IbRxiHEW1s4xWm,18426938.057204783
b0xHPupe27UC1FWh,8712284.55883308
pBmRZjKEU8elOEMZ,27146830.851450693
s24dzeasNBMNF3wQ,5361126.401631253
lL4m4LIGc8eUAGRj,878111.178724501
BzZWsahUzzS3EQmU,42527121.638779946
BIqC8wsRT6MNxbzM,22494779.053484708
TUGRyPGknO34y8hV,2240499.382981492
ZWSVfJFRnVZDHyzK,9354948.599685747
EqNZT67tmO3KPrqn,7885749.228695954
YfbZKFyAsmd83IJi,1943034.3112847758
pItSwTjdw2DINQWs,1662477.8290668642
WaPiavWHltptNbiS,42088520.964208975
KmuwdIMCQGWeZDn3,1022316.0389650331
vTJcIJp1zdWYk3kT,1899151251.4424298
OsjsbMMgKgovRTk2,3773138.025597703
QvoUBJknCLftjUU0,11045027.458308829
Afjjm6CkG8dZo6OE,80480371.93978664
W0cLXW9frbcSwuC9,8195895.187510904
zC7hzK78U81hpDEG,1089732.2986686688
mzH5SvOrRZMcTb3n,12234752.514831122
AGVbuClWykBxzPpb,40357896.13343086
Z6vMNaMXR8E2gcIU,9077680.639353441
N7FRMJ3hgQwfo1iN,9335252.250150507
jyKCqmgaCBs1R5iK,17739665.490567453
KGdN81DHpFvcVTWf,12079336.353812965
oEslaw1NKEwgpXUf,49707006.47739192
JnHUpz9gPQhtqd3U,1736875.9179984734
j75Tml208GAPF0ZT,1780341.6359340013
XcPpoaJn055moHJj,3269962.172342869
WANQg2FCfpBEhDr2,25989210.60213043
L6y4nBs2Zgeo15wn,1869135.937655403
FbOhSq5jm5HxTRYP,1628129.526371028
TPXOb7vFP9DnYxE4,2732009.0721257953
NAPUQh4xFzH26QfH,3864535.8692547334
QNguheAhZm7YQHam,31306683.1628916
wZ7dGYIo0H4BDqHq,9116567.047060348
wGFXdPqwvY1rYpQb,4642313.79285174
v0g7kjWLOxF9i3bH,56637397.11065642
tKEgaj3SpF7MX1Lx,1888986.6822692023
GRKatZcaqWCvwCqT,428187.7441357719
UqRU7fxTRPVGNkkN,20065073.039352957
Z3j3wsMfNEI4syDN,1397786.1876595803
Sn2SUoc6dIXb40Yv,747303.0366691838
gdaG1pBiHSca2Bmf,8002107.592845931
P8VJ9OpNOzi1pNHs,1329770.8415081124
ERFxy1azCrajGP3q,1944261.047686354
z00qPV7VEUhIAypg,3563838.129707228
xmGVL8St30J9SJ1e,1829044.3780082616
iuxiZi3C6ZUa1YBu,3852812.9807463554
EOz8xhQVHxKBO6dp,3576116.358060799
z8ABzKTS6c05meQ7,38621485.59629296
aoMjwZlKLyn23eLG,4257753.956846921
PPXYuMG7KRnHWU7m,2889873.4457672485
Hvq1x5a6WWYC72Kj,4819219.628024107
mroqSuY3Lhzj4qwY,57766746.17865397
VPqfAXR2SFZidsdv,12965501.077104032
knNaEtdD9y4xVYXf,5080871.455213986
Z1oHXu9mV3VDjlUX,5583659.370689688
B6sklEIe4jOQbQ7y,5214169.610557162
zRKJAGjv3Otkog5j,1725613.9946773348
gwZYP0QegoM1o8XH,7279824.571153835
SbB2CCkhKq5geOMa,2981747.287358588
RDqhroeuoXxU7g3l,2751250.9414331927
k2XTiqNucNtmOM0P,15901184.197471518
y3r6qkIAZJCH4Bl6,13847631.158914458
JYrFLGonYMChc3S0,626051.4601197605
ttTAgCyZcjj4XNaw,646395.8812423182
KlILMXtubFCLXNQs,4524735.212192202
EC6iErlPbg9KdQgm,1791854.2923378234
tX892BaqfnSORhJO,14975885.35684342
YyHL06puF4yThClZ,20364554.72041722
Wdak4Ahbtg1vxW8z,17776662.757390294
VVvppAbrpUbCGyqr,7570177.251239555
roaRzR8rcOGClB8Y,5655124.727064405
pJ5BEyHtdkCUZig5,4409490.0648272885
fX0PPuP18QBEfdYk,4128103.5274457224
XfG52ndMtJhIpXQ7,5032202.056298899
kmT9RNLFgZcCP4qJ,6673072.653964183
pTbBhjnETaFwPgYt,1702890.5992730751
IGe1Q4QaA5vbOAUv,155041380.27927387
lg4LiPwspfhdfdEz,6472820.011523547
ynZPsnqCi5gFtSo2,10989839.141907943
kum5RaK8OCRYfRCL,1825963.1778535135
RDuHaE0ClNtK6kGH,1189270.9145525447
iRAHsGxzoPySxxS0,3064700.867047172
vHmW6y9nlz0lJQyZ,1619222.0587021722
b1UXxwiJiyu23FDd,1174889.3682170685
Xd4zehBZFk2ySozC,46682707.51322886
tQnYe5oeR1AYOqPq,5963246.74853768
YdFynogNns4LP1ys,12053158.75623714
jXYeqeXt44QI9H3Z,3692060.706921147
Ar3WVfsk4ue0khNC,2206360.5013223905
qbDkoK4I7AXWNN0F,3262402.09986633
zVrJHctlDMZrgSRX,28504011.277804893
tFXJMLESkx7F626M,1571634.4671912252
cU9o0HShjhkVG0aA,4760002.053653273
gswsq5jNeDy8cslD,13828020.573771207
X2paTKayGacJEdQk,10730200.666738078
NJYAPujtH1ZGkFH6,28073741.137669824
t7JUNMtfU9aAZbFy,5534162.737831668
yPcc6tzVj7wWszhR,5735021.968429832
pEnZkUYbYyIe5eHU,4530813.375316078
cDGiEwRMaEk6ILm4,5022179.916669786
qWHLhIF1IcSdDnas,2330774.7649277505
CSXDxxvDA1sLozvj,18598146.196133286
Pa3gj4P3dnTTqCBQ,5173125.576690792
QTVI4Dog1YbjVgmH,5360355.839401835
qT3Js3sVcxAau2U0,4560751.832907985
Xa9SKgTqRQH9G3AZ,1243160.7657770347
u8gKhfoWZz7ySjyx,1009379.2727968433
hntBFyRN7WkEPmhV,11727957.433668673
LeWWsjS1zU7xBlan,1835395.847580853
IlCkGLRpUCKViMZs,20177915.268126782
Zu2BIyMBKqKADghc,8605117.63815639
drzAOTGxpDdMQFMZ,7086815.702011587
zzNxAsYc4pCLb8cT,23603211.683549482
W2Xf9MhCFy4SVz5O,2013602.9024453124
cHc2ax8CLDnTbq5k,3974126.928693359
AgU5cPhryY8kmRkO,3605007.9882406383
ivYExq1o9KISbE9G,1533285.7212824489
cDddzzxltOWjQRy1,2451927.622627496
aqudhKZ7GPrKJ6tl,7692849.993533692
qlop7geh3C82s5XC,22015821.762630127
IXQIVe4zX5z7guwN,5468711.745178851
O9ncDr3lyvkT6WG7,19902685.06665326
GZejKzKBSP3B68fa,4938151.989907899
SWPKRlVBvWvIfKZX,8819415.904041527
Nwo8qlPTyycuiSYq,5873764.539042198
HedYuHjg7bxf5szU,11083491.311026858
Ibce2HgqQVZXq0kS,2951726.8747844244
dSLYzSjuBNcq8C9d,22798817.21820026
gKLvsyBSAmEBbMvF,46362253.698668934
jbTqVadWCD7tkxKH,5514629.03494503
M2eMImjGPrLp46Vy,5804916.158489378
Q02kxoKHEgq6odY1,864295.5160863713
NDVA6InA69aY0tnS,11616788.617887424
K3cujKe4iAw8ft0M,1677258.726662212
XR1alkVA5gx3uSc8,2589965.905174917
Bu6ogaFYoQC9E1hr,1663292.5153230573
ouD5dvoF9FcKNurh,8051351.584157699
KmJmalg54EdnwOO9,10226116.96644253
pjYnpJq7qn88pB4B,3003038.0785779883
jNs6R58FVvpwqrpE,4937258.889151926
ZJAHJQRFXVpaeVIO,6294076.665135061
L7MAfPGr9843eNn3,13929079.327361308
PMVzQFZ1oqvNwE3x,5739687.914260846
nY8ArxLsiCcHfFBq,2946299.812954532
Aj23Ycku3MWasBsw,45172180.417448916
wJJchGQuVWt16PTj,9535905.225660052
VnbKqq3GC6gstRGR,6171468.252061672
QRcgAZF0K0O4BQ7R,10008780.527070962
TwpKdwXTUH2vH10x,1390731.7008501238
neFHdDnQuG83Crck,9781342.548926665
yWqeSPpclUyCXRb7,4136732.226448179
OwcpuuAKcn8sz3Sd,42857005.6999671
BPmx8DAKF5VruB28,6139882.355625209
mmDRdiG5edvPePfJ,4794426.049186064
mEluLVLmqzdAOkkG,14430878.128802853
nzX7dScC30Tro0an,8142943.951721262
I0qkf0r1CbyMkLWf,1713290.0927016314
XU5vKK7RjFSX1QkH,2817630.0616051005
VlsCMTYjtYdPCOOA,57255309.30016713
f8SQJAAjEFrDY5y2,22461118.149772264
MmrsUZRkrKEwyTY8,6457469.360074726
OW9HoxO50CCBk1Pe,57122059.9332569
fXWUOtuKt0Y8EPSl,1512958.6839153825
dtKtnjBHjMiJhEeL,1622313.9816299416
b3diIzI4mmk42gVt,5076697.405838215
nnj1Q9FBg9QFjUvV,1545528.2628003506
sGiR7swpmx0Vd02j,13917783.174449999
zQpsYHN08e7nBqM4,4445932.46564315
xVk7dorRag0EuYpS,15986463.01393788
I8JruEIKQLcZzqaw,28439179.999843426
LJUNgrAIUyx1QSPT,530007.3583401741
H0GayXpDlhBrY2TA,9760385.625884667
kLJs9hlLD2krtNLj,3036481.9795163055
we4T3Jh7wf43EoJN,3884790.3076137723
RPcLiSKWPnM9ZXtb,3060039.5071602985
DDsLoEVe8PYipRWH,6706856.964180797
PNjSfpx4Qb0d85Gw,46030293.28164811
Wz6BDeQaj9P651yq,19423804.95676946
SPnzSJPNc5CQHsXX,6904257.146935747
JCF2wlC2DaLEfuH3,77831912.78129318
lkMo1HYVrxK9P70k,2851811.567973052
Wrn8ymMqf2o5UamQ,9775693.12165433
RRrvlgpMOAtg4MZs,1260283.756312439
xFwGaXYdYN31l6SX,1491977.219059174
Yw6cx5wy3kBWK0RY,6263479.583150302
adMKSdZaIjbXJtad,5157671.499536634
undm2Q6yzJBLfpUQ,9216795.331296394
OBCkvNvEdk4rbM5m,12256572.016870823
oEr6UXkxdBBDicHO,1638282.4398495906
kHJB2mqC9KaielRK,45904636.162256934
dX0GvNfoKEyCwq1u,523198.08823612775
ZNvK7TtK7jnV2o3T,17019500.69656177
ZlgwB7LvXugzhaF0,5075584.963786259
yBXgqNNxSqlu3DI2,44438003.58013744
RN1VqAS1dpX4aRS8,1338758.0442837137
TrUv0zHcWpeHWxgr,1643250.507938158
hvjOty1pbfVT3EVK,2900056.509093
VVuzs8mA59Tqq9Zn,16118452.480657076
HbbHzMgEdn4Yy9Yt,4546454.350655621
MOvT9KBgfEyCWkmJ,5557586.636915583
w9186Tj6DTPuilmK,8072207.391550033
hbZ1XXmHe4ImeXaW,970277.3306591792
ghXvuILC3wxnLrUy,1181563.1043188495
FbhDbtHaOZnJVNek,4717852.441259877
hgt7n5cWBX3NjrM9,2827064.9393425155
Lf7jmDSJRgk6ZeV5,2081528.9500810255
ajDeaAtERs0MbhJL,1987958.5514860775
MFagtoFyhh3Y4tjB,1625061.1496610085
PQIF0gf2hOmEi3ZX,3963316.042336398
bdwCux0Qfq5NHfB2,23279092.141682044
RB1JtNHm1GgHOib4,10357946.363788
GpOIWMrPhHK8XODq,1997794.9181835079
T87nmozOjIscHzl0,17824038.515722934
eifPFMeUF3oCPSwk,5051318.145942707
LfDjwYx2diBqGFoK,2913207.025380707
qCBhEjCucRJhKDt3,8284478.615675605
r3N5j9F7eIQTPXBF,3401199.0265108696
PBGpBVSTcaqAQCRQ,11246504.478002556
h4CuBdWAtIDis1uq,16042634.161667623
MhmGpSuOGuT952ko,1325503.7762367611
IF4Vi6jlcrpWQAih,5004067.07546147
XgyrgXyT7sx2dMR7,2524217.326857923
HETWrU5FITdD5h5t,4517846.504302936
rG2QcEzINh20ueFd,5527724.474408139
x6gguy0T8phCpRnO,495592.36716552725
BNqotaMd4JU2lbt1,13023389.869280381
heV1zTCVN1mZuzco,58490522.89548768
FZM1jY4oRp82gkAL,3727505.754160358
zll3kyPfsfE8hFR3,1582295.4774555345
quv6pwkePJ8eo0oE,7593153.063166802
ftmI8WmjhQEYgh1R,20491213.42453107
PBtdE2HMAWojMXNm,1411976.2859272787
M3OQLVIJzeN6jxvE,5299071.462666447
RBYtgsncTRmXNVuO,4591227.764738863
sdF2zImgOlXkTiFn,5291367.665422872
cRIsEIzuDBRQk1mz,2064589.9819684196
Q33FS79BATqeAayF,3901728.605323089
aK8Qk2eSquBXse9Y,9896795.837229397
EMoV5bd78KaV5s9O,9916690.777620908
BRAidOmA2a0kGGAx,36413402.57747528
Z1quSCADpst4XfoV,1668049.039788264
XXIUSoTftcLiHElZ,1161527.4846130284
gBX6va6Ug1TOb4tQ,2677440.5389093636
SxJHtRJ4LYUfGoy0,8094218.916859244
AWyD0cSOWH2Y4vyF,1224085.6707781802
P3XuLzgRZor9Pm1k,2489152.941218187
cEODIVGP8xuqMYhc,950286.3071527024
TTujVaosIN5uGsP9,3252277.5510415426
Nc6LQl8oqj8ANhIa,66972666.71117726
FzmNsZ4fs205slZG,794951.5496550049
o9JB3RMJ6GhV3NNB,17295783.80112531
p3Ym3bTGzPoJjLFs,4347959.863677719
PXU18LpmQhZeXOgr,58279117.71199697
MKQJIXOpmsqwZL1L,2273435.0460663205
gYCqde4ysY3xtg22,11038627.791109381
CxufRY3w55z1w9h3,10688219.838441325
w66pIqWyXX1UUpBY,4007932.5163148567
WqyO9hz09gxRQexG,240769936.53686735
kw4VsXRqhHU5d1M4,5479416.563208982
u48dN0Rc48k62hgG,8887887.435261084
HiHUuRvJsOoPT37W,1637035.3866711187
Drooz3EqvU3W4ivV,2599791.9941976457
NpTFZVNYW515zEWp,7295175.6761984825
R8zYyV2jLARWNsBl,6273528.381008007
dqLv97VWU6xCdQTi,7309193.143381876
o3f5CoYRNzuyOj2Z,15093946.477978494
n3ipl0i0Dg0GULrW,1584746.547438814
EmqzFO3zur2kr3Ec,1124204.6544269032
L0Bz0B6fmiGHIrix,25675343.29758001
K7x1aej6aUP7N7CG,1727332.2204098986
bw14TNzJNkcf0ar3,2608940.9308500187
sQeV3lbfPdOMUiHu,5170425.149363641
i7226z7dwwaif4pV,2901400.8929543714
cxOo3WaXbwGbeOee,955079.4773449687
tpccg2eRcqPnOGF2,786521.5852995566
XQSUBM24Wi3OSSFY,8620565.625806682
C68VjX1kafcQPFoG,1155909.537182928
drgHPDP5ZpPV2W2k,9583603.598377535
A1jlN60081BxSJNp,8250570.57366772
MG6ZM2bgkNZHQp4q,1874758.9983810247
fRaJc6VglYugzyqy,9973798.65914559
JRLYHMycpd7Vhhby,27577374.02521815
aYszwqudWVbog2On,5861333.220912774
CG1I6jEtcw9Ps8Sq,2841477.690508488
UBRkHKUUpyZKy0r4,1345646.668066469
meG7f80CgeEnHHKX,6054254.628648723
MfcbpQbU4VatAshz,1274979.2868286124
F10DcXHz3Emhp408,10240123.626729267
z0DZhPDqEoVwrDNb,10164134.750887813
OzD9n0vOs3ybdGj7,3112419.8814636418
STPrTaxcvZ4qkKbj,1799341.2380044255
BiSrWBUJZKi4GJBx,8954265.281646937
sD39FCpcEzBuqVXF,3105939.60243464
r5toLGHkYcxsv9Gb,5391868.394816839
m2SjFuUI6We2s2YL,35815545.224055335
xWBW2e821hqavHNt,6664391.251918365
C68CMwh0Xi39MUKR,766030.4281245159
SKpwIQ1JlAUyUqGe,1194207.1695533188
hEE1kVUKH51k69pe,5559505.339065986
NOJokWW8pyvmCi94,7412598.0541529795
